salesid,listid,sellerid,buyerid,eventid,dateid,qtysold,pricepaid,commission,saletime
1511,1601,29659,13961,938,1894,2,98.00,14.70,2008-03-09 12:11:46
1550,1651,49090,6890,7362,1894,2,198.00,29.70,2008-03-09 03:30:36
1638,1750,24320,31102,2025,1894,2,440.00,66.00,2008-03-09 08:15:19
1643,1752,23097,9379,2610,1894,1,238.00,35.70,2008-03-09 08:44:06
1793,1909,24972,14705,6102,1894,1,168.00,25.20,2008-03-09 06:27:04
2439,2614,38,14643,4999,1894,4,836.00,125.40,2008-03-09 06:17:14
2706,2910,23322,4557,2373,1894,1,128.00,19.20,2008-03-09 06:43:07
2908,3104,2787,1730,911,1894,3,303.00,45.45,2008-03-09 05:00:02
3052,3265,6139,220,8634,1894,2,316.00,47.40,2008-03-09 11:36:58
198,214,31484,12268,3272,1895,4,948.00,142.20,2008-03-10 01:24:42
1223,1284,33385,7758,2107,1895,3,462.00,69.30,2008-03-10 03:04:15
1634,1749,6065,6890,3156,1895,2,74.00,11.10,2008-03-10 07:57:30
1674,1775,30257,30973,4379,1895,1,117.00,17.55,2008-03-10 10:50:20
1905,2040,49765,10967,1797,1895,3,90.00,13.50,2008-03-10 12:24:07
3188,3423,34549,2936,3017,1895,1,127.00,19.05,2008-03-10 06:21:25
178,181,22001,14799,1953,1896,1,229.00,34.35,2008-03-11 10:29:01
2413,2578,22722,24366,7210,1896,1,114.00,17.10,2008-03-11 04:27:22
619,627,36284,35992,2906,1897,2,384.00,57.60,2008-03-12 08:47:12
2009,2150,24942,25880,6037,1897,1,100.00,15.00,2008-03-12 06:10:56
2113,2259,26628,6888,3467,1897,2,96.00,14.40,2008-03-12 12:54:16
2424,2598,11646,24676,3578,1897,2,428.00,64.20,2008-03-12 05:18:20
3322,3596,12434,21972,7251,1897,2,58.00,8.70,2008-03-12 11:49:50
65,79,43637,25664,2267,1898,1,242.00,36.30,2008-03-13 06:09:51
142,149,24496,5440,6358,1898,1,240.00,36.00,2008-03-13 02:58:52
1690,1797,18877,21593,8234,1898,1,241.00,36.15,2008-03-13 12:18:50
1413,1496,20957,8928,2167,1899,3,258.00,38.70,2008-03-14 04:34:22
2425,2598,11646,25880,3578,1899,1,214.00,32.10,2008-03-14 05:23:51
3324,3596,12434,24051,7251,1899,4,116.00,17.40,2008-03-14 11:50:50
163,166,39695,14312,3393,1900,2,372.00,55.80,2008-03-15 07:00:40
1024,1037,15951,17066,2241,1900,2,482.00,72.30,2008-03-15 11:24:57
1689,1797,18877,22798,8234,1900,4,964.00,144.60,2008-03-15 12:16:59
2490,2664,8334,5540,1920,1900,2,422.00,63.30,2008-03-15 09:23:34
255,263,381,9609,8343,1901,1,179.00,26.85,2008-03-16 10:11:41
3006,3202,42731,11226,4969,1901,4,224.00,33.60,2008-03-16 09:29:20
67,79,43637,28652,2267,1902,3,726.00,108.90,2008-03-17 06:39:34
2442,2614,38,21305,4999,1902,1,209.00,31.35,2008-03-17 06:22:39
2818,3017,13017,8121,4908,1902,2,356.00,53.40,2008-03-17 12:27:49
3408,3688,13292,5034,5196,1902,1,189.00,28.35,2008-03-17 03:26:59
371,366,38035,2703,7099,1903,2,380.00,57.00,2008-03-18 03:22:57
694,714,6198,6952,3543,1903,1,125.00,18.75,2008-03-18 04:47:01
1412,1496,20957,12171,2167,1903,2,172.00,25.80,2008-03-18 04:30:42
2162,2314,45276,6314,1643,1903,2,136.00,20.40,2008-03-18 04:04:10
3458,3735,37173,6609,7937,1903,2,386.00,57.90,2008-03-18 05:23:26
18,20,6300,23690,2075,1904,1,66.00,9.90,2008-03-19 06:46:46
988,998,46064,5439,534,1904,2,482.00,72.30,2008-03-19 07:47:00
1829,1952,30694,14384,2857,1904,1,173.00,25.95,2008-03-19 08:30:58
1830,1952,30694,14439,2857,1904,2,346.00,51.90,2008-03-19 08:35:09
3011,3206,32950,26693,6037,1904,2,256.00,38.40,2008-03-19 09:35:21
3094,3314,36103,20334,2948,1904,1,25.00,3.75,2008-03-19 02:12:27
976,986,27374,30888,880,1905,2,180.00,27.00,2008-03-20 06:40:17
20,20,6300,25316,2075,1906,2,132.00,19.80,2008-03-21 07:01:03
190,203,5269,11637,5775,1906,2,168.00,25.20,2008-03-21 12:10:30
2394,2560,3944,33775,3394,1906,1,79.00,11.85,2008-03-21 03:37:34
2994,3192,16385,4821,1980,1906,2,388.00,58.20,2008-03-21 08:49:26
3308,3577,29984,22968,664,1906,3,519.00,77.85,2008-03-21 11:12:44
438,437,15394,17252,333,1907,4,464.00,69.60,2008-03-22 12:52:09
1807,1921,18033,22127,795,1907,4,784.00,117.60,2008-03-22 07:00:08
2032,2176,3728,2701,7481,1907,2,268.00,40.20,2008-03-22 07:00:01
2111,2259,26628,15370,3467,1907,1,48.00,7.20,2008-03-22 12:36:24
3307,3577,29984,23872,664,1907,1,173.00,25.95,2008-03-22 11:00:57
3397,3680,41510,12711,124,1907,2,86.00,12.90,2008-03-22 02:52:07
3537,3817,3763,6742,6898,1907,2,344.00,51.60,2008-03-22 08:46:22
16,17,20228,36376,7837,1908,2,334.00,50.10,2008-03-23 06:27:34
2189,2356,25250,7635,342,1908,2,342.00,51.30,2008-03-23 05:16:23
741,765,44577,8197,7251,1909,1,29.00,4.35,2008-03-24 09:09:35
1342,1412,49462,7170,2535,1909,2,204.00,30.60,2008-03-24 11:31:40
2396,2560,3944,35868,3394,1909,2,158.00,23.70,2008-03-24 03:45:56
2664,2878,48312,3627,3,1909,1,228.00,34.20,2008-03-24 04:48:58
3166,3401,2211,6084,4115,1909,4,140.00,21.00,2008-03-24 05:10:56
302,304,41138,8880,552,1910,2,264.00,39.60,2008-03-25 06:04:58
987,998,46064,10190,534,1910,3,723.00,108.45,2008-03-25 07:31:25
1224,1284,33385,20748,2107,1910,6,924.00,138.60,2008-03-25 03:07:33
1230,1292,21099,11121,6398,1910,2,346.00,51.90,2008-03-25 03:22:05
2307,2478,30971,14143,7669,1910,2,240.00,36.00,2008-03-25 10:48:45
3227,3468,7981,45206,4832,1910,2,90.00,13.50,2008-03-25 07:51:27
256,263,381,18225,8343,1911,4,716.00,107.40,2008-03-26 10:22:09
1209,1265,47208,28575,7482,1911,2,86.00,12.90,2008-03-26 01:46:55
1335,1404,20029,8880,1093,1911,2,266.00,39.90,2008-03-26 11:03:16
2081,2232,14669,15686,7071,1911,2,154.00,23.10,2008-03-26 10:48:57
2763,2965,36346,32549,1636,1911,1,96.00,14.40,2008-03-26 09:37:16
2764,2965,36346,33224,1636,1911,2,192.00,28.80,2008-03-26 09:41:03
3288,3555,27182,22897,1165,1911,1,35.00,5.25,2008-03-26 10:19:25
3323,3596,12434,33388,7251,1911,1,29.00,4.35,2008-03-26 11:50:23
3396,3679,31275,8474,2647,1911,3,603.00,90.45,2008-03-26 02:36:31
17,17,20228,39913,7837,1912,1,167.00,25.05,2008-03-27 06:40:29
1027,1043,42110,17951,7765,1912,1,127.00,19.05,2008-03-27 11:40:04
1250,1317,40884,8781,795,1912,4,164.00,24.60,2008-03-27 04:27:43
1839,1959,46896,122,1443,1912,2,206.00,30.90,2008-03-27 08:59:31
1957,2106,30813,10776,524,1912,2,374.00,56.10,2008-03-27 03:18:44
2313,2483,44817,34367,3050,1912,2,204.00,30.60,2008-03-27 11:03:09
164,166,39695,25641,3393,1913,1,186.00,27.90,2008-03-28 07:36:02
765,782,24749,6911,2120,1913,1,55.00,8.25,2008-03-28 11:22:05
1417,1503,18259,11096,897,1913,1,243.00,36.45,2008-03-28 04:41:29
1660,1761,30202,1995,2583,1913,2,256.00,38.40,2008-03-28 09:47:37
3068,3284,16457,3837,5714,1913,1,82.00,12.30,2008-03-28 12:52:26
3314,3585,17637,23303,4879,1913,1,186.00,27.90,2008-03-28 11:23:55
19,20,6300,32200,2075,1914,4,264.00,39.60,2008-03-29 06:46:57
476,472,13395,16215,6584,1914,2,318.00,47.70,2008-03-29 04:16:10
695,715,11062,33154,4413,1914,1,231.00,34.65,2008-03-29 04:49:00
761,779,17874,6453,4587,1914,3,234.00,35.10,2008-03-29 10:56:15
1450,1527,29758,16237,4111,1914,1,229.00,34.35,2008-03-29 06:57:33
2648,2846,18051,16745,171,1914,1,133.00,19.95,2008-03-29 04:02:40
3012,3206,32950,35038,6037,1914,1,128.00,19.20,2008-03-29 09:36:29
3235,3480,9352,24003,3593,1914,1,159.00,23.85,2008-03-29 08:05:19
3398,3680,41510,18931,124,1914,1,43.00,6.45,2008-03-29 02:54:12
145,151,33851,9344,8211,1915,4,872.00,130.80,2008-03-30 03:28:04
301,304,41138,12866,552,1915,4,528.00,79.20,2008-03-30 05:46:53
1487,1570,33897,5146,2923,1915,4,508.00,76.20,2008-03-30 10:23:56
1521,1608,21397,21963,6502,1915,2,308.00,46.20,2008-03-30 01:09:39
1636,1749,6065,24119,3156,1915,1,37.00,5.55,2008-03-30 08:08:15
523,527,38639,1554,6301,1916,3,732.00,109.80,2008-03-31 09:16:03
1026,1043,42110,20833,7765,1916,4,508.00,76.20,2008-03-31 11:39:44
1484,1565,40660,8047,8119,1916,2,490.00,73.50,2008-03-31 10:12:18
1488,1570,33897,6062,2923,1916,1,127.00,19.05,2008-03-31 10:28:44
1599,1708,49610,16112,5870,1916,2,476.00,71.40,2008-03-31 06:09:30
2082,2232,14669,19722,7071,1916,1,77.00,11.55,2008-03-31 10:50:05
3552,3838,11209,10059,6968,1916,3,516.00,77.40,2008-03-31 09:32:44
3720,4017,17740,15419,1031,1916,2,246.00,36.90,2008-03-31 04:15:49
257,263,381,22881,8343,1917,2,358.00,53.70,2008-04-01 10:33:28
524,527,38639,1804,6301,1917,2,488.00,73.20,2008-04-01 09:16:08
883,897,31666,6744,6207,1860,1,192.00,28.80,2008-02-03 11:22:02
1738,1846,36751,24767,7061,1860,1,129.00,19.35,2008-02-03 03:21:27
2168,2324,14651,14474,1236,1860,2,232.00,34.80,2008-02-03 04:18:29
2830,3029,48187,3517,2819,1860,2,422.00,63.30,2008-02-03 01:13:58
1246,1310,40406,179,2927,1861,1,158.00,23.70,2008-02-04 04:18:59
1428,1510,25967,6952,5542,1861,1,142.00,21.30,2008-02-04 05:29:40
2642,2838,25217,24798,6116,1861,1,122.00,18.30,2008-02-04 03:39:26
1083,1115,22415,256,910,1862,2,120.00,18.00,2008-02-05 04:32:29
1501,1582,43730,18018,4509,1862,1,95.00,14.25,2008-02-05 11:24:52
1519,1606,18892,18271,5497,1862,2,322.00,48.30,2008-02-05 12:45:02
1740,1850,30250,1995,1346,1862,2,240.00,36.00,2008-02-05 03:28:28
2523,2697,42297,10109,8345,1862,1,50.00,7.50,2008-02-05 10:46:39
862,873,12760,18661,8455,1863,2,62.00,9.30,2008-02-06 09:07:04
1525,1613,33523,11252,5798,1863,3,120.00,18.00,2008-02-06 01:36:40
2059,2208,3127,26515,1553,1863,2,308.00,46.20,2008-02-06 09:08:31
270,274,38077,11426,7773,1864,2,140.00,21.00,2008-02-07 01:42:15
852,866,18270,26616,4088,1864,1,176.00,26.40,2008-02-07 07:36:11
1163,1216,36299,16949,7330,1864,4,864.00,129.60,2008-02-07 10:09:22
1351,1419,35629,8047,237,1864,2,474.00,71.10,2008-02-07 12:05:06
1437,1516,43376,15780,2909,1864,1,230.00,34.50,2008-02-07 06:08:25
1518,1606,18892,19796,5497,1864,3,483.00,72.45,2008-02-07 12:44:01
2599,2788,31131,8222,4332,1864,4,860.00,129.00,2008-02-07 01:54:00
3081,3296,11415,8635,6093,1864,1,177.00,26.55,2008-02-07 01:31:02
3175,3410,33295,1173,7561,1864,2,374.00,56.10,2008-02-07 05:38:48
155,162,27703,10911,2906,1865,1,142.00,21.30,2008-02-08 05:30:47
594,601,40565,7898,4976,1865,4,336.00,50.40,2008-02-08 06:02:58
1390,1477,26200,12548,7704,1865,3,159.00,23.85,2008-02-08 01:58:41
3334,3611,5037,4376,771,1865,4,336.00,50.40,2008-02-08 12:06:29
197,213,943,16365,8573,1866,4,164.00,24.60,2008-02-09 01:19:27
593,601,40565,9017,4976,1866,1,84.00,12.60,2008-02-09 05:53:12
1198,1249,41506,22235,1953,1866,2,496.00,74.40,2008-02-09 12:43:00
2614,2801,8444,2584,2025,1866,2,128.00,19.20,2008-02-09 02:23:25
2695,2904,10412,30941,3228,1866,1,116.00,17.40,2008-02-09 06:20:51
367,359,32096,31102,878,1867,2,366.00,54.90,2008-02-10 03:11:41
615,623,30111,23616,7231,1867,2,306.00,45.90,2008-02-10 08:15:04
817,832,5065,13656,6086,1867,2,354.00,53.10,2008-02-10 05:11:32
1297,1370,44841,4682,130,1867,2,478.00,71.70,2008-02-10 08:18:01
2077,2225,24913,28842,636,1867,4,428.00,64.20,2008-02-10 10:21:38
2935,3137,42553,27892,3189,1867,4,324.00,48.60,2008-02-10 06:10:40
3600,3884,34592,17297,7143,1867,2,68.00,10.20,2008-02-10 11:10:24
2696,2904,10412,33111,3228,1868,2,232.00,34.80,2008-02-11 06:21:02
3500,3772,29007,14892,1405,1868,3,258.00,38.70,2008-02-11 06:54:18
1184,1233,27749,29218,5928,1869,1,224.00,33.60,2008-02-12 11:52:19
1244,1306,18386,1554,8509,1869,2,328.00,49.20,2008-02-12 04:14:37
1816,1931,39062,23616,7903,1869,2,154.00,23.10,2008-02-12 07:23:54
2433,2606,20344,10390,4805,1869,1,172.00,25.80,2008-02-12 05:52:16
2641,2838,25217,31280,6116,1869,2,244.00,36.60,2008-02-12 03:36:59
534,537,43782,10214,6510,1870,1,149.00,22.35,2008-02-13 10:11:19
1497,1579,2027,30019,4776,1870,2,500.00,75.00,2008-02-13 11:17:42
1498,1579,2027,30437,4776,1870,1,250.00,37.50,2008-02-13 11:17:46
1500,1579,2027,30625,4776,1870,3,750.00,112.50,2008-02-13 11:20:40
1714,1826,26722,904,7693,1870,2,94.00,14.10,2008-02-13 01:46:07
1970,2116,37533,3178,1480,1870,1,161.00,24.15,2008-02-13 04:01:12
3080,3296,11415,13914,6093,1870,3,531.00,79.65,2008-02-13 01:25:17
3180,3414,2542,11454,5304,1870,2,44.00,6.60,2008-02-13 05:53:18
3543,3827,1953,30851,743,1870,2,72.00,10.80,2008-02-13 08:58:18
326,321,44084,22880,1237,1871,1,198.00,29.70,2008-02-14 10:10:06
454,453,49898,6510,3733,1871,2,178.00,26.70,2008-02-14 02:07:43
706,729,13930,6410,4908,1871,2,168.00,25.20,2008-02-14 05:32:43
1064,1083,47853,4981,6334,1871,1,203.00,30.45,2008-02-14 02:30:51
1688,1795,20234,3110,801,1871,4,284.00,42.60,2008-02-14 12:10:12
2339,2506,5391,12943,5469,1871,1,27.00,4.05,2008-02-14 12:46:54
2340,2506,5391,13154,5469,1871,4,108.00,16.20,2008-02-14 12:49:21
2788,2989,13451,18142,2071,1871,4,376.00,56.40,2008-02-14 10:52:08
3345,3621,7778,758,248,1871,2,484.00,72.60,2008-02-14 12:25:58
730,755,16725,3155,8785,1872,1,26.00,3.90,2008-02-15 07:55:06
1131,1175,4177,9202,1040,1872,2,310.00,46.50,2008-02-15 08:16:48
1913,2055,23546,30583,6825,1872,4,844.00,126.60,2008-02-15 12:39:32
2169,2328,45464,5540,6653,1872,2,494.00,74.10,2008-02-15 04:24:38
2172,2330,28557,4977,8634,1872,1,36.00,5.40,2008-02-15 04:39:23
2414,2579,28947,9453,1338,1872,2,490.00,73.50,2008-02-15 04:29:59
2674,2886,10892,5392,5984,1872,1,57.00,8.55,2008-02-15 05:21:27
2990,3191,38488,31103,3497,1872,4,636.00,95.40,2008-02-15 08:32:49
3173,3404,146,8850,7229,1872,2,182.00,27.30,2008-02-15 05:34:34
3699,4003,13404,8810,8250,1872,1,56.00,8.40,2008-02-15 03:26:06
1438,1516,43376,23094,2909,1873,2,460.00,69.00,2008-02-16 06:11:53
2905,3101,27777,9126,1040,1873,1,139.00,20.85,2008-02-16 04:57:51
608,614,25339,39674,770,1874,1,236.00,35.40,2008-02-17 07:26:34
1240,1300,29564,8489,5220,1874,1,28.00,4.20,2008-02-17 03:57:38
1508,1593,14324,28842,7673,1874,1,95.00,14.25,2008-02-17 11:52:30
2135,2290,26148,15086,3255,1874,2,268.00,40.20,2008-02-17 02:30:29
2524,2699,13873,10109,2209,1874,1,94.00,14.10,2008-02-17 10:49:53
2639,2836,38675,2701,5264,1874,2,346.00,51.90,2008-02-17 03:33:16
2950,3151,45583,20908,2288,1874,2,330.00,49.50,2008-02-17 06:59:30
1490,1572,49045,81,1133,1875,2,500.00,75.00,2008-02-18 10:35:10
1942,2090,30432,4557,3325,1875,1,125.00,18.75,2008-02-18 02:03:44
2590,2782,40050,8191,4113,1875,2,470.00,70.50,2008-02-18 01:24:20
2672,2886,10892,8121,5984,1875,2,114.00,17.10,2008-02-18 05:17:49
769,784,18915,10496,4924,1876,2,128.00,19.20,2008-02-19 11:45:10
916,926,14539,38780,1454,1876,1,241.00,36.15,2008-02-19 01:57:48
1239,1300,29564,10384,5220,1876,2,56.00,8.40,2008-02-19 03:56:55
1253,1321,22420,13650,247,1876,2,260.00,39.00,2008-02-19 04:36:18
697,715,11062,35170,4413,1917,2,462.00,69.30,2008-04-01 04:51:55
1334,1404,20029,14070,1093,1917,3,399.00,59.85,2008-04-01 10:52:38
2441,2614,38,34014,4999,1917,2,418.00,62.70,2008-04-01 06:22:03
3182,3415,10769,23863,4721,1917,1,244.00,36.60,2008-04-01 06:00:50
3189,3423,34549,21301,3017,1917,2,254.00,38.10,2008-04-01 06:21:34
528,532,12532,1817,1623,1918,2,218.00,32.70,2008-04-02 09:44:28
762,779,17874,9994,4587,1918,2,156.00,23.40,2008-04-02 11:13:37
1060,1076,31256,787,4239,1918,4,600.00,90.00,2008-04-02 01:53:11
1691,1797,18877,37917,8234,1918,3,723.00,108.45,2008-04-02 12:19:56
1728,1838,27365,5158,5466,1918,1,212.00,31.80,2008-04-02 02:35:02
2188,2356,25250,16483,342,1918,4,684.00,102.60,2008-04-02 05:12:20
2234,2407,47853,5304,4195,1918,2,356.00,53.40,2008-04-02 06:57:09
2993,3192,16385,14243,1980,1918,4,776.00,116.40,2008-04-02 08:41:31
3553,3838,11209,12322,6968,1918,2,344.00,51.60,2008-04-02 09:34:21
3562,3844,26898,9195,5692,1918,2,92.00,13.80,2008-04-02 09:43:30
241,252,404,11272,490,1919,1,203.00,30.45,2008-04-03 07:32:33
414,416,11028,6584,4965,1919,1,91.00,13.65,2008-04-03 09:21:07
417,417,42432,20237,1144,1919,2,98.00,14.70,2008-04-03 09:42:49
2725,2935,30872,21305,5855,1919,1,87.00,13.05,2008-04-03 07:57:07
3484,3758,24307,1521,7511,1919,2,322.00,48.30,2008-04-03 06:13:34
778,794,23548,3394,7934,1920,2,430.00,64.50,2008-04-04 12:44:32
1486,1570,33897,9422,2923,1920,2,254.00,38.10,2008-04-04 10:22:28
1729,1838,27365,6890,5466,1920,2,424.00,63.60,2008-04-04 02:49:49
2112,2259,26628,26323,3467,1920,4,192.00,28.80,2008-04-04 12:40:04
3483,3758,24307,1783,7511,1920,1,161.00,24.15,2008-04-04 06:12:18
742,765,44577,17640,7251,1921,3,87.00,13.05,2008-04-05 09:10:16
851,865,27549,15633,5956,1921,4,888.00,133.20,2008-04-05 07:34:30
1513,1601,29659,36039,938,1921,1,49.00,7.35,2008-04-05 12:28:21
1552,1655,14262,11446,5393,1921,1,181.00,27.15,2008-04-05 03:46:30
3313,3585,17637,29481,4879,1921,3,558.00,83.70,2008-04-05 11:23:50
3748,4052,32086,1423,5681,1921,1,249.00,37.35,2008-04-05 05:32:36
522,527,38639,6488,6301,1922,1,244.00,36.60,2008-04-06 09:14:50
696,715,11062,39485,4413,1922,3,693.00,103.95,2008-04-06 04:49:55
1028,1043,42110,26652,7765,1922,2,254.00,38.10,2008-04-06 11:42:48
1520,1608,21397,27764,6502,1922,1,154.00,23.10,2008-04-06 01:05:31
1553,1655,14262,11757,5393,1922,2,362.00,54.30,2008-04-06 03:47:33
1794,1909,24972,38290,6102,1922,2,336.00,50.40,2008-04-06 06:31:32
2432,2605,11470,6368,5275,1922,2,362.00,54.30,2008-04-06 05:47:28
446,442,35232,6014,6935,1923,2,484.00,72.60,2008-04-07 01:41:43
1769,1882,46340,18429,2405,1923,1,97.00,14.55,2008-04-07 05:11:43
2012,2152,21269,13076,2211,1923,1,241.00,36.15,2008-04-07 06:17:11
2440,2614,38,38705,4999,1923,3,627.00,94.05,2008-04-07 06:18:55
3095,3315,41158,25747,7652,1923,1,92.00,13.80,2008-04-07 02:14:25
3274,3532,25960,32517,3378,1923,1,122.00,18.30,2008-04-07 09:49:47
191,203,5269,26331,5775,1924,1,84.00,12.60,2008-04-08 12:18:54
1644,1752,23097,34365,2610,1924,4,952.00,142.80,2008-04-08 08:44:51
2161,2314,45276,24071,1643,1924,4,272.00,40.80,2008-04-08 04:04:08
3651,3945,13228,12846,4952,1924,1,55.00,8.25,2008-04-08 01:01:56
88,109,2576,48607,2887,1925,2,416.00,62.40,2008-04-09 01:02:31
238,249,14209,3331,3525,1925,2,56.00,8.40,2008-04-09 07:13:13
493,495,40582,815,4044,1925,1,29.00,4.35,2008-04-09 06:22:39
1231,1292,21099,23824,6398,1925,1,173.00,25.95,2008-04-09 03:27:03
1768,1882,46340,20059,2405,1925,2,194.00,29.10,2008-04-09 05:07:53
2163,2318,25869,1817,3656,1925,2,294.00,44.10,2008-04-09 04:04:35
239,249,14209,3487,3525,1926,1,28.00,4.20,2008-04-10 07:17:29
440,437,15394,32821,333,1926,1,116.00,17.40,2008-04-10 12:56:03
2124,2276,13449,10729,3297,1926,2,350.00,52.50,2008-04-10 01:43:15
2419,2590,39377,6730,5455,1926,4,616.00,92.40,2008-04-10 04:59:10
3053,3267,46016,20332,5200,1926,2,210.00,31.50,2008-04-10 11:48:42
199,214,31484,38487,3272,1927,1,237.00,35.55,2008-04-11 02:17:35
1635,1749,6065,33654,3156,1927,4,148.00,22.20,2008-04-11 08:00:58
3167,3401,2211,21511,4115,1927,2,70.00,10.50,2008-04-11 05:17:47
1546,1642,27840,40599,6953,1928,2,320.00,48.00,2008-04-12 03:09:41
1598,1708,49610,25920,5870,1928,1,238.00,35.70,2008-04-12 06:09:15
1755,1869,22252,12935,2987,1928,4,508.00,76.20,2008-04-12 04:27:26
2125,2277,39094,13209,2672,1928,2,348.00,52.20,2008-04-12 01:45:17
2729,2939,1461,12815,6669,1928,2,164.00,24.60,2008-04-12 08:20:12
477,472,13395,28925,6584,1929,1,159.00,23.85,2008-04-13 04:23:57
1101,1132,10553,10496,3953,1929,2,126.00,18.90,2008-04-13 06:05:36
2727,2939,1461,13422,6669,1929,4,328.00,49.20,2008-04-13 08:04:18
3696,4000,3788,7105,3103,1929,1,181.00,27.15,2008-04-13 03:20:27
113,130,18520,6860,4708,1930,1,203.00,30.45,2008-04-14 08:06:46
767,782,24749,21507,2120,1930,2,110.00,16.50,2008-04-14 11:32:51
875,886,8010,34299,4179,1930,1,107.00,16.05,2008-04-14 10:18:12
1065,1084,16513,7735,82,1930,1,129.00,19.35,2008-04-14 02:34:40
1727,1838,27365,15708,5466,1930,4,848.00,127.20,2008-04-14 02:33:01
1837,1957,18014,12991,1298,1930,2,228.00,34.20,2008-04-14 08:55:15
3521,3802,4047,14083,6077,1930,4,788.00,118.20,2008-04-14 07:47:15
176,178,20825,14799,4576,1931,1,200.00,30.00,2008-04-15 09:39:09
1651,1756,45030,26015,6006,1931,4,456.00,68.40,2008-04-15 09:08:43
2218,2386,22088,10147,5577,1931,1,189.00,28.35,2008-04-15 06:20:53
2847,3044,43721,10632,7769,1931,2,408.00,61.20,2008-04-15 01:56:08
3266,3516,45092,142,1740,1931,1,126.00,18.90,2008-04-15 09:21:24
3315,3585,17637,38025,4879,1931,2,372.00,55.80,2008-04-15 11:27:38
3687,3986,36726,12915,4605,1931,2,366.00,54.90,2008-04-15 02:54:13
49,55,1654,8935,4955,1932,2,496.00,74.40,2008-04-16 11:59:10
187,199,42587,14171,361,1932,4,136.00,20.40,2008-04-16 11:53:36
478,472,13395,30977,6584,1932,4,636.00,95.40,2008-04-16 04:26:27
3485,3758,24307,11943,7511,1932,4,644.00,96.60,2008-04-16 06:19:18
3642,3936,14585,3257,8088,1932,2,430.00,64.50,2008-04-16 12:31:26
112,130,18520,9633,4708,1933,2,406.00,60.90,2008-04-17 08:05:05
1066,1084,16513,10673,82,1933,2,258.00,38.70,2008-04-17 02:45:15
3004,3199,7631,20470,1611,1876,2,366.00,54.90,2008-02-19 09:18:58
3124,3341,48626,15317,4168,1876,2,456.00,68.40,2008-02-19 03:45:29
56,63,41815,23865,8260,1877,1,38.00,5.70,2008-02-20 02:19:37
1812,1927,12869,2358,1729,1877,2,44.00,6.60,2008-02-20 07:11:46
79,101,37592,7079,3340,1878,1,36.00,5.40,2008-02-21 10:32:10
1367,1442,44912,814,1860,1878,4,284.00,42.60,2008-02-21 12:51:20
3344,3621,7778,6164,248,1878,4,968.00,145.20,2008-02-21 12:24:48
1392,1477,26200,24422,7704,1879,2,106.00,15.90,2008-02-22 02:19:14
1713,1826,26722,8479,7693,1879,1,47.00,7.05,2008-02-22 01:41:30
1801,1914,40528,6273,1990,1879,1,130.00,19.50,2008-02-22 06:42:00
1971,2116,37533,10484,1480,1879,2,322.00,48.30,2008-02-22 04:02:04
2934,3137,42553,37632,3189,1879,2,162.00,24.30,2008-02-22 06:09:08
3335,3611,5037,16224,771,1879,1,84.00,12.60,2008-02-22 12:07:26
3511,3783,13073,1882,3675,1879,2,50.00,7.50,2008-02-22 07:27:12
80,101,37592,8980,3340,1880,2,72.00,10.80,2008-02-23 10:55:22
321,318,42091,14120,7514,1880,2,428.00,64.20,2008-02-23 09:36:21
1663,1764,127,11952,3531,1880,2,288.00,43.20,2008-02-23 09:52:19
1696,1802,15999,5842,1636,1880,4,736.00,110.40,2008-02-23 12:49:21
1912,2055,23546,36918,6825,1880,1,211.00,31.65,2008-02-23 12:38:21
2443,2616,9387,11654,5520,1880,1,179.00,26.85,2008-02-23 06:24:08
2690,2899,17973,705,6583,1880,3,312.00,46.80,2008-02-23 06:05:46
259,265,11982,4302,5932,1881,1,66.00,9.90,2008-02-24 11:25:02
1166,1216,36299,30880,7330,1881,3,648.00,97.20,2008-02-24 10:31:43
1368,1442,44912,2584,1860,1881,2,142.00,21.30,2008-02-24 12:57:47
3281,3543,47280,13994,1454,1881,4,188.00,28.20,2008-02-24 10:05:19
3363,3637,4653,14656,754,1881,1,84.00,12.60,2008-02-24 01:08:14
959,962,22880,179,2323,1882,1,180.00,27.00,2008-02-25 05:21:51
1350,1419,35629,23178,237,1882,1,237.00,35.55,2008-02-25 12:00:00
1767,1880,49187,8387,3232,1882,2,272.00,40.80,2008-02-25 05:05:38
1776,1894,35598,11611,2262,1882,1,106.00,15.90,2008-02-25 05:36:26
2134,2290,26148,22450,3255,1882,1,134.00,20.10,2008-02-25 02:29:48
2571,2759,953,13882,5985,1882,4,236.00,35.40,2008-02-25 12:47:13
2927,3124,24183,220,6536,1882,2,470.00,70.50,2008-02-25 05:47:10
2982,3176,13694,41618,7671,1882,1,87.00,13.05,2008-02-25 08:14:01
3594,3880,5421,14656,8395,1882,1,129.00,19.35,2008-02-25 11:05:35
3675,3972,41316,20032,5449,1882,2,342.00,51.30,2008-02-25 02:21:55
536,537,43782,21623,6510,1883,2,298.00,44.70,2008-02-26 10:44:29
1628,1744,36059,3178,3912,1883,1,186.00,27.90,2008-02-26 07:30:06
2673,2886,10892,14318,5984,1883,4,228.00,34.20,2008-02-26 05:18:10
