listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
24343,25903,8605,1833,24,98.00,2352.00,2008-01-07 07:04:38
31571,28945,4695,1833,10,241.00,2410.00,2008-01-07 07:39:09
212033,25788,4354,1833,2,795.00,1590.00,2008-01-07 05:23:18
220077,28909,6162,1833,1,478.00,478.00,2008-01-07 09:50:37
224528,7080,1815,1833,1,1422.00,1422.00,2008-01-07 05:40:29
230485,13558,8019,1833,5,2462.00,12310.00,2008-01-07 11:01:10
691,16739,2563,1834,26,103.00,2678.00,2008-01-08 09:24:25
10247,2920,7152,1834,24,62.00,1488.00,2008-01-08 06:49:23
15154,28172,6334,1834,3,234.00,702.00,2008-01-08 01:56:53
18945,18634,3687,1834,3,188.00,564.00,2008-01-08 10:46:37
26726,19867,6114,1834,16,48.00,768.00,2008-01-08 06:55:07
34043,29863,2787,1834,24,178.00,4272.00,2008-01-08 10:42:31
36674,25908,7558,1833,3,245.00,735.00,2008-01-07 03:19:35
42466,41780,4389,1833,12,298.00,3576.00,2008-01-07 07:21:59
45254,32706,7673,1833,5,193.00,965.00,2008-01-07 07:52:41
56786,42890,2596,1833,18,301.00,5418.00,2008-01-07 07:51:16
63301,24240,1188,1833,10,360.00,3600.00,2008-01-07 08:30:26
68251,14824,5347,1833,24,481.00,11544.00,2008-01-07 03:00:07
70948,44297,6561,1833,10,160.00,1600.00,2008-01-07 10:25:02
80731,19301,7079,1833,4,325.00,1300.00,2008-01-07 12:06:00
87668,49074,3195,1833,5,488.00,2440.00,2008-01-07 04:08:56
95113,12936,5011,1833,18,412.00,7416.00,2008-01-07 06:41:17
102652,29181,6583,1833,3,316.00,948.00,2008-01-07 09:14:09
45006,34423,2692,1834,16,121.00,1936.00,2008-01-08 09:17:23
52210,49371,6510,1834,6,171.00,1026.00,2008-01-08 11:26:27
57874,32770,3978,1834,9,258.00,2322.00,2008-01-08 03:42:37
61556,27590,5303,1834,20,128.00,2560.00,2008-01-08 03:40:15
72307,10493,1935,1834,22,276.00,6072.00,2008-01-08 05:28:53
80119,29121,3304,1834,4,89.00,356.00,2008-01-08 08:37:14
91729,12525,4124,1834,22,214.00,4708.00,2008-01-08 05:05:08
96327,13797,3187,1834,4,149.00,596.00,2008-01-08 12:19:23
107028,26128,3135,1834,5,121.00,605.00,2008-01-08 12:29:50
120536,17684,4401,1834,3,59.00,177.00,2008-01-08 01:07:04
104764,39388,6207,1833,9,53.00,477.00,2008-01-07 07:02:31
112662,35806,3798,1833,14,282.00,3948.00,2008-01-07 08:28:13
120493,23728,2564,1833,6,302.00,1812.00,2008-01-07 06:30:08
132408,7705,31,1833,14,399.00,5586.00,2008-01-07 06:40:13
138169,856,2823,1833,14,219.00,3066.00,2008-01-07 01:18:57
146602,11451,3117,1833,14,355.00,4970.00,2008-01-07 07:57:58
152158,49388,6975,1833,24,70.00,1680.00,2008-01-07 05:05:24
158712,11403,3580,1833,5,403.00,2015.00,2008-01-07 12:52:57
163928,30023,1246,1833,7,438.00,3066.00,2008-01-07 07:51:05
169174,34507,1622,1833,18,380.00,6840.00,2008-01-07 11:29:31
124982,2739,5507,1834,6,379.00,2274.00,2008-01-08 05:13:17
128166,5868,648,1834,16,339.00,5424.00,2008-01-08 08:04:51
134468,11699,2465,1834,7,247.00,1729.00,2008-01-08 02:47:21
145733,47429,6135,1834,1,295.00,295.00,2008-01-08 04:06:16
152261,34869,143,1834,3,474.00,1422.00,2008-01-08 07:35:55
161244,48199,2171,1834,5,83.00,415.00,2008-01-08 09:28:40
169394,37982,59,1834,1,452.00,452.00,2008-01-08 06:12:47
173745,28231,2406,1834,9,41.00,369.00,2008-01-08 04:20:40
180321,17216,8534,1834,1,308.00,308.00,2008-01-08 10:55:56
208722,36772,6570,1834,8,1450.00,11600.00,2008-01-08 02:04:40
214125,33330,3590,1834,2,2010.00,4020.00,2008-01-08 09:26:18
181122,14486,6739,1833,7,141.00,987.00,2008-01-07 05:33:14
212834,31721,2800,1833,3,1715.00,5145.00,2008-01-07 01:40:11
218171,24866,1538,1833,6,1233.00,7398.00,2008-01-07 03:08:12
222926,44106,6108,1833,4,2342.00,9368.00,2008-01-07 12:04:31
228739,26904,5542,1833,5,1895.00,9475.00,2008-01-07 08:24:43
234312,37067,3717,1833,7,1132.00,7924.00,2008-01-07 03:50:49
3298,44036,3559,1834,2,86.00,172.00,2008-01-08 10:33:48
12061,43776,8236,1834,7,55.00,385.00,2008-01-08 04:38:36
17830,37863,2539,1834,18,145.00,2610.00,2008-01-08 09:30:22
25925,44853,1057,1834,9,114.00,1026.00,2008-01-08 12:23:59
221107,10317,6157,1834,4,1034.00,4136.00,2008-01-08 01:48:29
225884,9084,4124,1834,6,2473.00,14838.00,2008-01-08 09:49:18
234611,30926,7638,1834,1,1528.00,1528.00,2008-01-08 07:44:31
7654,39869,7269,1835,6,245.00,1470.00,2008-01-09 03:35:40
13361,30671,2907,1835,24,102.00,2448.00,2008-01-09 05:41:24
17540,48643,1,1835,10,149.00,1490.00,2008-01-09 01:14:15
27467,41340,777,1835,28,82.00,2296.00,2008-01-09 05:37:28
31061,12927,2414,1835,12,106.00,1272.00,2008-01-09 08:11:03
43319,19881,6028,1835,12,145.00,1740.00,2008-01-09 10:25:16
48982,20656,3824,1835,24,128.00,3072.00,2008-01-09 04:49:49
28868,22560,2826,1834,10,119.00,1190.00,2008-01-08 11:43:11
35137,34323,1529,1834,24,59.00,1416.00,2008-01-08 04:39:37
42687,2479,3541,1834,18,93.00,1674.00,2008-01-08 11:44:55
49961,32614,4003,1834,24,179.00,4296.00,2008-01-08 06:19:23
58508,46596,548,1834,24,76.00,1824.00,2008-01-08 11:57:12
68446,17885,1733,1834,12,124.00,1488.00,2008-01-08 10:41:30
73998,20059,6641,1834,7,254.00,1778.00,2008-01-08 03:41:31
84601,29361,1150,1834,22,85.00,1870.00,2008-01-08 03:44:55
90106,42915,636,1834,1,283.00,283.00,2008-01-08 11:03:25
100613,37105,7428,1834,16,209.00,3344.00,2008-01-08 12:09:04
107714,39013,385,1834,24,30.00,720.00,2008-01-08 06:18:00
59903,20706,3659,1835,24,389.00,9336.00,2008-01-09 10:58:15
67407,47054,6820,1835,16,486.00,7776.00,2008-01-09 10:41:24
71726,950,4973,1835,16,138.00,2208.00,2008-01-09 04:21:29
77643,9800,1612,1835,3,438.00,1314.00,2008-01-09 04:42:00
83606,1737,5448,1835,4,51.00,204.00,2008-01-09 02:13:02
89793,14896,5011,1835,22,150.00,3300.00,2008-01-09 05:40:39
96549,48697,8106,1835,22,485.00,10670.00,2008-01-09 12:38:40
106070,2337,2742,1835,9,362.00,3258.00,2008-01-09 04:31:37
114667,24603,3580,1835,3,413.00,1239.00,2008-01-09 11:53:20
121984,35065,1916,1835,20,480.00,9600.00,2008-01-09 01:04:38
111560,47845,4480,1834,8,76.00,608.00,2008-01-08 08:54:43
120341,1041,134,1834,10,411.00,4110.00,2008-01-08 03:09:10
129890,35557,866,1834,20,398.00,7960.00,2008-01-08 12:02:20
135600,31281,5697,1834,10,322.00,3220.00,2008-01-08 06:10:09
142389,40340,1119,1834,1,439.00,439.00,2008-01-08 01:30:27
147171,33195,3888,1834,2,216.00,432.00,2008-01-08 10:43:22
156300,38334,6815,1834,14,90.00,1260.00,2008-01-08 08:29:28
162821,19212,4875,1834,1,161.00,161.00,2008-01-08 03:07:38
168808,11011,2352,1834,18,215.00,3870.00,2008-01-08 06:22:04
177116,22433,8046,1834,22,47.00,1034.00,2008-01-08 04:55:39
125261,36101,8019,1835,10,48.00,480.00,2008-01-09 09:20:43
131063,49836,1101,1835,24,381.00,9144.00,2008-01-09 12:11:29
134524,42214,4130,1835,14,385.00,5390.00,2008-01-09 09:03:21
144096,38904,7469,1835,3,499.00,1497.00,2008-01-09 04:07:26
149952,14608,2652,1835,16,179.00,2864.00,2008-01-09 03:40:31
156626,49667,56,1835,10,249.00,2490.00,2008-01-09 10:29:11
163789,16592,4981,1835,22,312.00,6864.00,2008-01-09 05:50:14
170716,10779,3973,1835,24,424.00,10176.00,2008-01-09 06:29:37
177581,39826,3209,1835,9,309.00,2781.00,2008-01-09 06:56:04
208841,23732,3466,1835,8,1119.00,8952.00,2008-01-09 05:37:59
208504,37870,7629,1834,8,1880.00,15040.00,2008-01-08 05:35:09
214962,31483,7061,1834,8,1037.00,8296.00,2008-01-08 07:22:54
221711,11533,6490,1834,3,2233.00,6699.00,2008-01-08 02:19:38
231447,28013,7997,1834,7,1905.00,13335.00,2008-01-08 01:44:29
3191,38488,3497,1835,24,159.00,3816.00,2008-01-09 07:02:59
10998,43046,6752,1835,22,217.00,4774.00,2008-01-09 01:48:47
16373,25297,6900,1835,30,89.00,2670.00,2008-01-09 06:56:13
24317,35785,3117,1835,5,231.00,1155.00,2008-01-09 01:17:45
34490,16192,7400,1835,18,184.00,3312.00,2008-01-09 02:14:07
45095,1028,2160,1835,3,84.00,252.00,2008-01-09 12:03:44
52107,34959,7692,1835,2,164.00,328.00,2008-01-09 09:24:13
220949,36219,930,1835,4,881.00,3524.00,2008-01-09 04:32:23
225741,26410,4720,1835,4,958.00,3832.00,2008-01-09 08:36:20
229556,22605,2978,1835,8,1073.00,8584.00,2008-01-09 10:45:48
1420,9706,2638,1836,16,227.00,3632.00,2008-01-10 02:45:44
8208,34270,6782,1836,6,157.00,942.00,2008-01-10 12:49:21
16130,7837,8725,1836,8,186.00,1488.00,2008-01-10 03:59:21
23083,15300,5219,1836,20,184.00,3680.00,2008-01-10 02:04:37
27900,42974,7588,1836,10,74.00,740.00,2008-01-10 11:51:46
35536,2016,4875,1836,10,98.00,980.00,2008-01-10 03:23:52
42437,40206,2483,1836,9,271.00,2439.00,2008-01-10 12:21:43
54935,1205,1664,1835,14,140.00,1960.00,2008-01-09 09:53:57
60383,2635,8618,1835,3,69.00,207.00,2008-01-09 11:00:19
66390,12018,2481,1835,8,87.00,696.00,2008-01-09 01:03:00
73851,10752,2621,1835,7,389.00,2723.00,2008-01-09 05:09:22
80496,36382,7941,1835,1,58.00,58.00,2008-01-09 07:03:39
88181,45108,5453,1835,10,334.00,3340.00,2008-01-09 04:27:45
98022,40783,4982,1835,10,428.00,4280.00,2008-01-09 02:38:33
103778,40287,7036,1835,6,347.00,2082.00,2008-01-09 08:04:01
111954,13659,754,1835,14,193.00,2702.00,2008-01-09 05:25:28
121994,33903,6781,1835,8,205.00,1640.00,2008-01-09 12:25:16
46631,22084,327,1836,3,211.00,633.00,2008-01-10 12:54:24
51694,47074,1563,1836,1,26.00,26.00,2008-01-10 06:11:09
60062,16147,5598,1836,12,311.00,3732.00,2008-01-10 11:03:03
66856,13361,4415,1836,22,94.00,2068.00,2008-01-10 02:51:57
79969,14219,3547,1836,2,304.00,608.00,2008-01-10 01:03:28
87375,12025,8762,1836,9,431.00,3879.00,2008-01-10 07:45:57
97327,23192,5414,1836,6,86.00,516.00,2008-01-10 12:31:01
105352,34697,613,1836,9,312.00,2808.00,2008-01-10 01:47:19
112456,18182,2901,1836,2,472.00,944.00,2008-01-10 06:49:48
119205,2223,8069,1836,12,471.00,5652.00,2008-01-10 05:39:42
129135,25719,7965,1836,8,476.00,3808.00,2008-01-10 11:18:05
132435,48182,4910,1835,4,114.00,456.00,2008-01-09 06:12:56
138632,6911,5648,1835,2,408.00,816.00,2008-01-09 11:26:50
144857,31962,5097,1835,1,216.00,216.00,2008-01-09 10:50:50
149904,49317,1405,1835,20,361.00,7220.00,2008-01-09 02:51:10
159733,48694,2406,1835,2,50.00,100.00,2008-01-09 07:23:24
167123,18791,7187,1835,9,348.00,3132.00,2008-01-09 02:37:32
178349,32492,6823,1835,1,426.00,426.00,2008-01-09 08:20:25
207811,43251,2160,1835,6,361.00,2166.00,2008-01-09 05:59:22
220987,46904,8795,1835,2,829.00,1658.00,2008-01-09 06:34:43
227937,26861,6305,1835,1,2042.00,2042.00,2008-01-09 10:35:45
131429,17404,4515,1836,1,120.00,120.00,2008-01-10 07:35:44
137209,7356,6717,1836,16,62.00,992.00,2008-01-10 07:32:14
143038,6829,2692,1836,1,303.00,303.00,2008-01-10 10:23:54
150477,18497,8643,1836,10,113.00,1130.00,2008-01-10 11:46:36
156252,1830,8502,1836,24,326.00,7824.00,2008-01-10 11:35:27
165425,38176,2577,1836,7,363.00,2541.00,2008-01-10 04:54:22
172097,21048,1281,1836,6,407.00,2442.00,2008-01-10 12:39:57
179259,40806,7905,1836,6,393.00,2358.00,2008-01-10 02:34:07
206967,19350,5913,1836,5,1482.00,7410.00,2008-01-10 06:12:09
213465,9697,2526,1836,7,1460.00,10220.00,2008-01-10 03:33:53
233430,16787,2004,1835,2,2317.00,4634.00,2008-01-09 01:51:41
1863,4969,8486,1836,3,230.00,690.00,2008-01-10 11:39:03
5794,937,3294,1836,8,209.00,1672.00,2008-01-10 02:05:53
16322,41448,2468,1836,18,220.00,3960.00,2008-01-10 10:21:15
24998,18812,3753,1836,4,117.00,468.00,2008-01-10 01:31:17
32541,829,3246,1836,18,333.00,5994.00,2008-01-10 07:26:17
43613,26109,4938,1836,7,247.00,1729.00,2008-01-10 09:09:17
52185,3123,5034,1836,7,210.00,1470.00,2008-01-10 12:45:40
60506,40767,3547,1836,12,290.00,3480.00,2008-01-10 03:03:34
64863,8252,2901,1836,18,166.00,2988.00,2008-01-10 05:59:12
69643,46447,1215,1836,16,71.00,1136.00,2008-01-10 02:35:07
223058,21586,4555,1836,2,659.00,1318.00,2008-01-10 06:41:52
230930,48623,3021,1836,5,1319.00,6595.00,2008-01-10 07:30:57
4715,15815,8052,1837,20,212.00,4240.00,2008-01-11 07:49:10
11068,20496,1901,1837,7,131.00,917.00,2008-01-11 02:40:35
16125,3571,5990,1837,20,150.00,3000.00,2008-01-11 05:05:48
23522,40486,4839,1837,14,75.00,1050.00,2008-01-11 02:17:58
33997,21203,8659,1837,5,135.00,675.00,2008-01-11 10:45:38
41241,11863,8494,1837,14,343.00,4802.00,2008-01-11 12:25:31
48431,40677,4298,1837,5,236.00,1180.00,2008-01-11 06:41:59
55346,44310,184,1837,5,262.00,1310.00,2008-01-11 01:52:41
72662,26177,6344,1836,16,322.00,5152.00,2008-01-10 05:33:25
80186,38710,1269,1836,3,252.00,756.00,2008-01-10 05:51:37
89731,4824,700,1836,16,365.00,5840.00,2008-01-10 12:24:34
97237,24633,3969,1836,12,471.00,5652.00,2008-01-10 10:33:23
100900,15913,5606,1836,4,49.00,196.00,2008-01-10 12:42:05
106232,10608,1231,1836,7,300.00,2100.00,2008-01-10 12:28:34
111128,43223,7420,1836,24,350.00,8400.00,2008-01-10 10:56:32
117878,39479,4869,1836,6,262.00,1572.00,2008-01-10 09:13:12
124364,23848,8333,1836,1,87.00,87.00,2008-01-10 01:45:37
134308,31910,1242,1836,6,401.00,2406.00,2008-01-10 11:14:44
58869,5271,7108,1837,4,365.00,1460.00,2008-01-11 12:02:08
63944,49909,4345,1837,24,435.00,10440.00,2008-01-11 07:39:46
71374,1750,7499,1837,22,134.00,2948.00,2008-01-11 06:24:47
75101,15786,3978,1837,18,136.00,2448.00,2008-01-11 05:56:05
82636,4584,2932,1837,24,93.00,2232.00,2008-01-11 03:50:27
87710,22187,3509,1837,4,48.00,192.00,2008-01-11 05:01:43
97020,39398,8092,1837,10,28.00,280.00,2008-01-11 09:11:30
105116,45496,2477,1837,7,156.00,1092.00,2008-01-11 06:26:25
113723,26762,2060,1837,3,493.00,1479.00,2008-01-11 05:25:11
122231,18548,3718,1837,6,110.00,660.00,2008-01-11 09:34:05
132299,8314,4732,1837,10,85.00,850.00,2008-01-11 12:15:40
143624,10306,4599,1836,18,250.00,4500.00,2008-01-10 11:46:00
150081,29275,7673,1836,8,74.00,592.00,2008-01-10 02:14:43
157086,17854,7152,1836,20,181.00,3620.00,2008-01-10 09:45:35
163094,27719,2400,1836,7,265.00,1855.00,2008-01-10 08:38:45
172622,3624,4776,1836,22,192.00,4224.00,2008-01-10 06:39:38
176180,49803,5854,1836,8,179.00,1432.00,2008-01-10 06:30:55
209487,2477,5606,1836,7,703.00,4921.00,2008-01-10 06:10:29
222292,43636,6286,1836,6,1163.00,6978.00,2008-01-10 10:08:36
232074,3981,2213,1836,8,1296.00,10368.00,2008-01-10 01:58:32
235182,19987,1979,1836,4,604.00,2416.00,2008-01-10 11:51:01
135253,536,7061,1837,1,472.00,472.00,2008-01-11 11:39:19
143411,6295,4844,1837,14,380.00,5320.00,2008-01-11 12:38:09
154450,15489,5065,1837,20,355.00,7100.00,2008-01-11 07:42:54
163127,18883,4811,1837,5,300.00,1500.00,2008-01-11 04:44:00
168220,33642,504,1837,9,486.00,4374.00,2008-01-11 12:40:49
172984,21030,6162,1837,9,446.00,4014.00,2008-01-11 03:23:41
178383,26480,4414,1837,12,184.00,2208.00,2008-01-11 07:32:02
211641,748,7064,1837,3,1038.00,3114.00,2008-01-11 09:53:58
218836,1949,7149,1837,3,396.00,1188.00,2008-01-11 12:03:56
226088,36642,4401,1837,2,1830.00,3660.00,2008-01-11 04:21:51
4539,16665,5081,1837,1,205.00,205.00,2008-01-11 07:22:43
11671,31780,5931,1837,24,31.00,744.00,2008-01-11 04:27:15
20710,37805,4826,1837,18,235.00,4230.00,2008-01-11 11:41:46
25284,17024,6588,1837,7,148.00,1036.00,2008-01-11 07:06:43
30947,9392,59,1837,9,221.00,1989.00,2008-01-11 11:45:37
38119,23643,1275,1837,16,256.00,4096.00,2008-01-11 10:53:47
49018,30478,3061,1837,16,295.00,4720.00,2008-01-11 08:24:41
58347,27423,985,1837,14,322.00,4508.00,2008-01-11 12:16:49
69956,44746,3181,1837,24,115.00,2760.00,2008-01-11 02:15:52
74711,39495,649,1837,9,240.00,2160.00,2008-01-11 05:37:47
229375,40890,2787,1837,4,1371.00,5484.00,2008-01-11 01:45:59
3229,46046,648,1838,10,25.00,250.00,2008-01-12 05:08:20
10000,664,4831,1838,28,50.00,1400.00,2008-01-12 09:16:58
14207,14967,1259,1838,9,58.00,522.00,2008-01-12 09:33:28
18288,32426,2799,1838,12,27.00,324.00,2008-01-12 03:40:39
26048,10616,5754,1838,1,27.00,27.00,2008-01-12 03:52:23
31542,14638,208,1838,6,299.00,1794.00,2008-01-12 06:36:35
39122,40069,2197,1838,20,303.00,6060.00,2008-01-12 05:00:23
45926,29713,2163,1838,10,74.00,740.00,2008-01-12 04:07:19
55515,29516,307,1838,2,88.00,176.00,2008-01-12 08:09:24
64412,2771,4298,1838,5,161.00,805.00,2008-01-12 06:23:27
88799,38753,5619,1837,7,247.00,1729.00,2008-01-11 03:21:53
93832,47498,792,1837,4,59.00,236.00,2008-01-11 01:10:05
101913,24540,1338,1837,22,347.00,7634.00,2008-01-11 11:54:42
105615,42505,3666,1837,3,114.00,342.00,2008-01-11 12:29:02
108285,17747,1267,1837,1,194.00,194.00,2008-01-11 09:03:00
116570,18336,4802,1837,8,253.00,2024.00,2008-01-11 12:45:37
122046,6370,3712,1837,18,271.00,4878.00,2008-01-11 12:48:25
128388,24707,8753,1837,7,499.00,3493.00,2008-01-11 05:08:19
134858,3723,7815,1837,22,38.00,836.00,2008-01-11 05:10:57
142448,39449,8582,1837,4,341.00,1364.00,2008-01-11 10:18:44
69112,28068,4225,1838,1,234.00,234.00,2008-01-12 03:25:51
75157,6569,3223,1838,2,114.00,228.00,2008-01-12 04:32:46
79826,48554,3901,1838,22,165.00,3630.00,2008-01-12 10:11:15
83955,342,7529,1838,4,151.00,604.00,2008-01-12 12:49:33
88250,47118,8009,1838,14,177.00,2478.00,2008-01-12 08:31:21
95321,43632,6841,1838,24,326.00,7824.00,2008-01-12 08:57:59
101989,29863,6904,1838,12,330.00,3960.00,2008-01-12 02:47:28
105423,28607,1905,1838,7,475.00,3325.00,2008-01-12 05:53:37
112759,26141,3862,1838,24,39.00,936.00,2008-01-12 07:59:11
120703,37177,7476,1838,2,370.00,740.00,2008-01-12 03:56:32
148832,43489,7514,1837,22,347.00,7634.00,2008-01-11 10:43:25
158378,18007,6639,1837,8,383.00,3064.00,2008-01-11 09:18:11
163821,73,213,1837,12,297.00,3564.00,2008-01-11 04:11:13
171610,43800,691,1837,8,130.00,1040.00,2008-01-11 05:03:22
178085,26843,7786,1837,9,385.00,3465.00,2008-01-11 02:14:58
207890,46783,8043,1837,3,2340.00,7020.00,2008-01-11 10:31:00
213794,46468,2652,1837,6,1393.00,8358.00,2008-01-11 06:35:10
221426,43961,5011,1837,2,720.00,1440.00,2008-01-11 06:21:48
231793,1493,2026,1837,2,1891.00,3782.00,2008-01-11 08:17:44
234814,25970,2498,1837,8,1735.00,13880.00,2008-01-11 01:13:15
5811,12339,5110,1838,20,35.00,700.00,2008-01-12 08:58:40
133205,25040,1611,1838,20,462.00,9240.00,2008-01-12 07:08:51
140402,3242,1935,1838,5,466.00,2330.00,2008-01-12 07:46:05
145089,42092,3291,1838,5,142.00,710.00,2008-01-12 05:34:57
154969,49132,159,1838,5,353.00,1765.00,2008-01-12 11:22:05
163024,26060,3982,1838,9,95.00,855.00,2008-01-12 08:45:47
173537,32914,691,1838,12,257.00,3084.00,2008-01-12 06:01:23
180599,34998,6132,1838,16,67.00,1072.00,2008-01-12 01:02:47
211114,49111,4088,1838,3,2143.00,6429.00,2008-01-12 02:04:15
215786,24787,3969,1838,8,755.00,6040.00,2008-01-12 04:06:18
223366,20051,777,1838,3,689.00,2067.00,2008-01-12 03:30:39
10574,48569,7122,1838,12,44.00,528.00,2008-01-12 09:29:54
20716,3922,6989,1838,6,51.00,306.00,2008-01-12 07:58:45
27347,12632,5600,1838,9,27.00,243.00,2008-01-12 04:48:42
34443,18941,3315,1838,22,345.00,7590.00,2008-01-12 09:15:47
40752,48528,5081,1838,1,201.00,201.00,2008-01-12 06:57:16
45656,18185,934,1838,24,147.00,3528.00,2008-01-12 07:25:02
51896,13642,136,1838,8,342.00,2736.00,2008-01-12 11:44:12
55758,18460,4744,1838,14,208.00,2912.00,2008-01-12 09:08:52
62758,26160,770,1838,18,166.00,2988.00,2008-01-12 04:46:15
70702,38140,267,1838,7,156.00,1092.00,2008-01-12 04:19:34
228558,9704,5507,1838,4,1548.00,6192.00,2008-01-12 03:53:55
233640,17326,5829,1838,6,712.00,4272.00,2008-01-12 06:29:09
3540,43120,6756,1839,5,31.00,155.00,2008-01-13 08:38:14
10780,18268,8673,1839,26,164.00,4264.00,2008-01-13 11:36:07
16615,20565,2171,1839,16,105.00,1680.00,2008-01-13 03:20:22
25522,36419,6752,1839,1,185.00,185.00,2008-01-13 08:39:03
30797,20292,3380,1839,4,207.00,828.00,2008-01-13 05:37:51
36593,31849,8455,1839,2,127.00,254.00,2008-01-13 01:54:25
46018,28643,6135,1839,18,134.00,2412.00,2008-01-13 06:08:17
53056,2783,91,1839,24,123.00,2952.00,2008-01-13 04:22:35
60656,49184,3232,1839,4,68.00,272.00,2008-01-13 10:02:07
81264,14156,3286,1838,12,259.00,3108.00,2008-01-12 03:08:26
88223,41000,6657,1838,7,466.00,3262.00,2008-01-12 12:56:24
92699,34167,7230,1838,24,368.00,8832.00,2008-01-12 06:19:08
101931,31247,2209,1838,4,468.00,1872.00,2008-01-12 12:13:08
105084,20358,1258,1838,8,487.00,3896.00,2008-01-12 09:59:57
112616,42691,1708,1838,16,80.00,1280.00,2008-01-12 02:49:54
118206,7819,5724,1838,5,265.00,1325.00,2008-01-12 06:52:05
126873,20323,6604,1838,22,36.00,792.00,2008-01-12 11:11:50
134035,42515,3286,1838,7,295.00,2065.00,2008-01-12 03:48:08
143463,47915,7271,1838,18,449.00,8082.00,2008-01-12 10:55:31
64963,14509,1612,1839,14,26.00,364.00,2008-01-13 07:58:10
68845,33501,7,1839,24,217.00,5208.00,2008-01-13 09:43:22
76670,44649,2342,1839,12,288.00,3456.00,2008-01-13 06:28:31
81754,20526,208,1839,24,110.00,2640.00,2008-01-13 05:31:19
87025,7714,4480,1839,4,397.00,1588.00,2008-01-13 01:52:50
93570,40022,5990,1839,3,219.00,657.00,2008-01-13 03:35:16
101078,39936,3874,1839,5,322.00,1610.00,2008-01-13 11:04:23
110216,43520,688,1839,16,323.00,5168.00,2008-01-13 10:52:38
115258,44704,2774,1839,4,311.00,1244.00,2008-01-13 10:05:09
122787,5850,6972,1839,24,439.00,10536.00,2008-01-13 02:34:17
147918,31965,7593,1838,9,29.00,261.00,2008-01-12 08:24:09
155754,31572,5697,1838,12,336.00,4032.00,2008-01-12 05:53:58
160378,49177,4298,1838,24,312.00,7488.00,2008-01-12 04:56:39
166938,16141,6881,1838,14,299.00,4186.00,2008-01-12 09:47:06
174711,2959,5068,1838,16,358.00,5728.00,2008-01-12 11:30:50
179629,136,7691,1838,2,471.00,942.00,2008-01-12 10:12:48
208760,46869,1995,1838,4,1274.00,5096.00,2008-01-12 01:04:58
224849,820,8141,1838,3,1228.00,3684.00,2008-01-12 08:29:55
230965,18255,1429,1838,2,1840.00,3680.00,2008-01-12 11:53:48
6750,4044,3820,1839,1,214.00,214.00,2008-01-13 01:43:18
14737,41773,1049,1839,8,101.00,808.00,2008-01-13 06:14:33
135039,39432,7182,1839,16,309.00,4944.00,2008-01-13 02:48:12
141851,48928,2350,1839,2,436.00,872.00,2008-01-13 04:04:02
147871,6,7691,1839,9,230.00,2070.00,2008-01-13 11:43:02
155246,10351,5558,1839,5,246.00,1230.00,2008-01-13 02:22:23
159868,48234,5507,1839,9,356.00,3204.00,2008-01-13 08:18:17
171125,22777,1668,1839,22,73.00,1606.00,2008-01-13 06:22:13
179090,9834,2209,1839,20,418.00,8360.00,2008-01-13 07:25:44
211012,11794,8725,1839,1,1302.00,1302.00,2008-01-13 03:16:59
216572,28902,5111,1839,4,1600.00,6400.00,2008-01-13 08:15:20
219943,12017,6974,1839,2,387.00,774.00,2008-01-13 07:37:54
22815,31453,6206,1839,8,66.00,528.00,2008-01-13 06:51:27
26817,22640,5668,1839,9,230.00,2070.00,2008-01-13 05:01:59
35468,25877,2683,1839,24,70.00,1680.00,2008-01-13 02:14:31
44176,35208,1476,1839,5,206.00,1030.00,2008-01-13 07:37:15
49821,21444,1259,1839,7,242.00,1694.00,2008-01-13 07:19:55
56596,23330,8573,1839,4,250.00,1000.00,2008-01-13 01:06:20
